property_id,street_address,city,city_encoded,num_bedrooms,num_bathrooms,square_feet,price,image_filename
2313,16563 Shady Valley Lane,"Whittier, CA",404,4,2,2158,690000,2313.jpg
2314,654 W 112th Street,"Los Angeles, CA",207,3,1.1,1241,650000,2314.jpg
2315,6034 Fair Avenue,"North Hollywood, CA",245,2,2,1639,663366,2315.jpg
2316,20200 INGOMAR Street,"Winnetka, CA",408,4,2,1928,649999,2316.jpg
2317,1676 Third Street,"Duarte, CA",104,3,2.1,1592,668000,2317.jpg
2318,700 Rio Del Sol Avenue,"Montebello, CA",223,4,2,1656,660000,2318.jpg
2319,9731 Rose St.,"Bellflower, CA",32,3,2,1300,649900,2319.jpg
2320,24154 View Pointe Lane,"Valencia, CA",383,3,3,2080,698500,2320.jpg
2322,19420 Greyhall Street,"Rowland Heights, CA",315,4,3,1902,705000,2322.jpg
2323,30118 Cambridge Avenue,"Castaic, CA",70,5,3,2870,699000,2323.jpg
2324,14720 Dunton Drive,"Whittier, CA",404,4,2,1794,689900,2324.jpg
2325,18625 Superior Street,"Northridge, CA",247,4,3,2255,699000,2325.jpg
2326,1504 E JONES Court,"West Covina, CA",397,4,3,1847,690000,2326.jpg
2327,22141 BALLINGER Street,"Chatsworth, CA",76,4,2,1848,685000,2327.jpg
2328,13523 Dalmatian Avenue,"La Mirada, CA",172,3,2.1,1576,645000,2328.jpg
2329,5420 S Wilton Place,"Los Angeles, CA",207,3,2,1312,690000,2329.jpg
2330,17321 Dove Willow Street,"Canyon Country, CA",63,4,3,2248,674900,2330.jpg
2331,25410 Avenida Cappela,"Valencia, CA",383,5,3,2336,659000,2331.jpg
2332,23919 Hartland Street,"West Hills, CA",398,3,2,1570,699000,2332.jpg
2333,348 Shrode Avenue,"Monrovia, CA",221,3,1,1029,685000,2333.jpg
2335,10703 Sherman Place,"Sun Valley, CA",363,2,1,1035,650000,2335.jpg
2338,6645 Berquist Avenue,"West Hills, CA",398,3,2,1570,699999,2338.jpg
2339,5429 N Charlotte Avenue,"San Gabriel, CA",323,3,2,980,658000,2339.jpg
2340,18656 SATICOY Street,"Reseda, CA",306,4,3.1,1705,699000,2340.jpg
2341,1150 W Newmark Avenue,"Monterey Park, CA",225,2,2,1074,665000,2341.jpg
2342,415 S Primrose Avenue,"Monrovia, CA",221,2,1.1,1826,679000,2342.jpg
2343,1412 S Sandia Avenue,"West Covina, CA",397,3,2,2224,649900,2343.jpg
2346,304 Ballena Drive,"Diamond Bar, CA",102,5,2.1,1853,650000,2346.jpg
2347,4303 Josie Avenue,"Lakewood, CA",192,3,2,1961,677000,2347.jpg
2349,1428 W 47TH Street,"Los Angeles, CA",207,4,2,1933,695000,2349.jpg
2350,16525 Cobblestone Road,"La Mirada, CA",172,3,2,1494,655000,2350.jpg
2352,Address not provided,"West Covina, CA",397,3,2.1,2191,650000,2352.jpg
2353,610 Almond Avenue,"Long Beach, CA",204,3,3,1393,669900,2353.jpg
2354,8000 Woodlake Avenue,"West Hills, CA",398,3,2,1588,700000,2354.jpg
2355,17324 Sarita Avenue,"Canyon Country, CA",63,5,4,2800,699000,2355.jpg
2356,832 E Greenville Drive,"West Covina, CA",397,4,3,1988,695000,2356.jpg
2358,1525 S Fremont Avenue,"Alhambra, CA",6,3,2,1547,699000,2358.jpg
2359,1027 Glenshaw Drive,"La Puente, CA",174,4,3,1491,645000,2359.jpg
2360,633 Damien Avenue,"La Verne, CA",176,4,3,2116,675000,2360.jpg
2361,1100 W 45th Street,"Los Angeles, CA",207,6,1,2533,700000,2361.jpg
2362,19302 E Puente Street,"Covina, CA",91,3,2,1770,679000,2362.jpg
2363,12756 Lorne Street,"North Hollywood, CA",245,3,2,1160,649900,2363.jpg
2364,43 Old Wood Road,"Pomona, CA",290,4,2.1,2291,699000,2364.jpg
2365,1916 E Lainie Street,"West Covina, CA",397,6,2,1960,690000,2365.jpg
2366,20756 Clarendon Street,"Woodland Hills, CA",410,3,2,1404,699000,2366.jpg
2369,13536 Sayre Street,"Sylmar, CA",365,3,2,1323,654000,2369.jpg
2370,15935 Lakefield Drive,"La Mirada, CA",172,4,2,1543,649950,2370.jpg
2371,25103 Andreo Avenue,"Lomita, CA",202,3,1.1,1143,669000,2371.jpg
2372,6909 Melba Avenue,"West Hills, CA",398,4,2,1765,669000,2372.jpg
2374,10456 Brooke Avenue,"Chatsworth, CA",76,3,2.1,2146,659900,2374.jpg
2375,29172 Bentley Way,"Canyon Country, CA",63,4,3,3039,699000,2375.jpg
2376,845 E Portner Street,"West Covina, CA",397,3,2,1255,645000,2376.jpg
2377,9134 Armley Avenue,"Whittier, CA",404,4,2,1720,688700,2377.jpg
2378,8600 Marklein Avenue,"North Hills, CA",244,3,2,1911,689500,2378.jpg
2379,16270 Kalisher Street,"Granada Hills, CA",130,3,2,1614,674990,2379.jpg
2380,6640 Ventura Canyon Avenue,"Valley Glen, CA",385,3,2,1650,684900,2380.jpg
2381,18412 Sylvan Street,"Tarzana, CA",366,3,2,1697,695000,2381.jpg
2382,2861 El Caminito,"La Crescenta, CA",167,2,1,930,725000,2382.jpg
2383,1414 Manley Drive,"San Gabriel, CA",323,3,2,1803,750000,2383.jpg
2384,1147 Beech Hill Avenue,"Hacienda Heights, CA",136,4,2,1786,709000,2384.jpg
2386,11223 Stamy Road,"Whittier, CA",404,4,1.1,2268,699000,2386.jpg
2388,5859 Larboard Lane,"Agoura Hills, CA",3,4,2,1700,719999,2388.jpg
2389,28308 Hidden Hills Drive,"Saugus, CA",342,4,2,2569,699900,2389.jpg
2391,1345 Paseo Encinas,"San Dimas, CA",321,4,3,2174,699000,2391.jpg
2392,8011 Comanche Avenue,"Winnetka, CA",408,3,2,1733,699999,2392.jpg
2393,3650 Altura Avenue,"Glendale, CA",126,2,1,1042,719000,2393.jpg
2394,633 E Cypress Avenue,"Glendora, CA",127,3,2,1664,699999,2394.jpg
2395,6921 Lena Avenue,"West Hills, CA",398,4,2,1439,699000,2395.jpg
2396,4433 Walnut Grove Avenue,"Rosemead, CA",313,4,2.1,1912,719000,2396.jpg
2397,3908 Monogram Avenue,"Long Beach, CA",204,6,2,2018,699000,2397.jpg
2398,22664 Cohasset Street,"West Hills, CA",398,4,2,1400,739000,2398.jpg
2400,18657 Brymer Street,"Porter Ranch, CA",292,3,2,1418,729950,2400.jpg
2401,12654 Darla Avenue,"Granada Hills, CA",130,4,2,2264,749000,2401.jpg
2402,19407 Lorne Street,"Reseda, CA",306,4,2,1552,699900,2402.jpg
2403,8636 E Broadway,"San Gabriel, CA",323,3,2,1312,749888,2403.jpg
2405,20138 San Gabriel Valley Drive,"Walnut, CA",395,4,3,1958,699888,2405.jpg
2406,6531 Ruffner Avenue,"Lake Balboa, CA",183,4,3,1737,755000,2406.jpg
2407,2239 Cordoza Avenue,"Rowland Heights, CA",315,4,2,2180,720000,2407.jpg
2408,603 Museum Drive,"Los Angeles, CA",207,3,2,1204,699000,2408.jpg
2409,6327 S Rimpau Boulevard,"Los Angeles, CA",207,3,2,1044,749000,2409.jpg
2410,17631 Burbank Boulevard,"Encino, CA",114,4,2,1730,749500,2410.jpg
2411,5909 Graves Avenue,"Encino, CA",114,4,2,1717,699000,2411.jpg
2413,814 S Montezuma Way,"West Covina, CA",397,4,3,2160,699000,2413.jpg
2414,8143 LESNER Avenue,"Van Nuys, CA",387,3,2,1953,735000,2414.jpg
2415,916 Manley Drive,"San Gabriel, CA",323,3,2.1,1449,748000,2415.jpg
2416,1116 Poppy Drive,"Carson, CA",69,3,2,2253,699000,2416.jpg
2417,716 Wilber Place,"Montebello, CA",223,4,3,2301,750000,2417.jpg
2418,14060 Honeysuckle Lane,"Whittier, CA",404,3,3,1766,749000,2418.jpg
2419,2921 El Caminito,"La Crescenta, CA",167,3,1.1,1304,699000,2419.jpg
2420,3113 Hodges Avenue,"Arcadia, CA",16,4,1,1856,698000,2420.jpg
2421,120 Amherst Street,"Claremont, CA",81,3,2,1885,715000,2421.jpg
2422,4907 La Calandria Drive,"Los Angeles, CA",207,3,2,1331,740000,2422.jpg
2423,1273 Raymond Avenue,"Glendale, CA",126,2,1,837,744000,2423.jpg
2424,16241 Itasca Street,"North Hills, CA",244,4,2,1812,699000,2424.jpg
2427,6635 SHELTONDALE Avenue,"West Hills, CA",398,4,2,1810,750000,2427.jpg
2428,7970 Mcgroarty Street,"Sunland, CA",364,3,2,1692,699999,2428.jpg
2429,111 E Palm Street,"Altadena, CA",10,3,2,1602,748000,2429.jpg
2430,1954 N Parish Place,"Burbank, CA",52,3,1,1008,719900,2430.jpg
2431,3155 Conquista Avenue,"Long Beach, CA",204,3,2,1430,735000,2431.jpg
2432,1564 W 221st Street,"Torrance, CA",376,3,2,1742,700000,2432.jpg
2433,26219 Ozone Avenue,"Harbor City, CA",137,2,2,1073,735000,2433.jpg
2434,300 S Keystone,"Burbank, CA",52,2,1,1270,749000,2434.jpg
2435,2302 IROQUOIS Avenue,"Long Beach, CA",204,3,2,1210,749000,2435.jpg
2436,9816 Pali Avenue,"Tujunga, CA",378,3,2,1224,744700,2436.jpg
2437,451 E Italia Street,"Covina, CA",91,4,3,2109,750000,2437.jpg
2438,4528 N Sunflower Avenue,"Covina, CA",91,4,3,2065,729000,2438.jpg
2439,1820 commonwealth ave,"Los Feliz, CA",208,1,1,728,699000,2439.jpg
2440,805 Faysmith Avenue,"Torrance, CA",376,3,1,1086,729000,2440.jpg
2441,1814 W Kenneth Road,"Glendale, CA",126,1,1,852,699000,2441.jpg
2442,897 Calle Del Norte,"Duarte, CA",104,4,3,1729,709999,2442.jpg
2443,6517 Meridian Street,"Los Angeles, CA",207,3,1,1165,750000,2443.jpg
2444,912 Eastman Place,"San Pedro, CA",330,4,3,1927,750000,2444.jpg
2445,4963 Dunrobin Avenue,"Lakewood, CA",192,3,2,1844,749900,2445.jpg
2446,16618 Osborne Street,"North Hills, CA",244,4,2,1729,719000,2446.jpg
2447,24331 Taranto Avenue,"Valencia, CA",383,4,3,1839,699000,2447.jpg
2448,2060 Yosemite Drive,"Los Angeles, CA",207,2,1,1093,750000,2448.jpg
2449,4830 Hallowell Avenue,"Temple City, CA",369,4,2,1490,720000,2449.jpg
2450,17579 Marengo Drive,"Rowland Heights, CA",315,4,3,3786,700000,2450.jpg
2451,2903 Grand Avenue,"Huntington Park, CA",149,3,2,1356,699900,2451.jpg
2452,1568 W 45th Street,"Los Angeles, CA",207,4,3,1894,739000,2452.jpg
2453,912 W Ashiya Road,"Montebello, CA",223,4,3,1688,724900,2453.jpg
2454,19081 Sark Place,"Saugus, CA",342,5,3,2766,749995,2454.jpg
2455,13826 Bessemer Street,"Van Nuys, CA",387,2,1,785,750000,2455.jpg
2457,6316 WYNNE Avenue,"Tarzana, CA",366,3,2,1761,725000,2457.jpg
2459,11917 186th Street,"Artesia, CA",19,4,2,1320,725000,2459.jpg
2460,719 Milo,"Highland Park, CA",144,3,2,1815,749000,2460.jpg
2461,183 W Woodbury Road,"Altadena, CA",10,2,1,945,749900,2461.jpg
2462,1328 Carob Way,"Montebello, CA",223,3,2,1864,737500,2462.jpg
2463,10755 Sunnybrae Avenue,"Chatsworth, CA",76,5,3,2606,724999,2463.jpg
2464,2721 Evelyn Avenue,"Rosemead, CA",313,4,2,1626,750000,2464.jpg
2465,29830 WISTERIA VALLEY Road,"Canyon Country, CA",63,6,2,1959,699000,2465.jpg
2467,841 W 24th Street,"San Pedro, CA",330,3,2,1346,712000,2467.jpg
2468,3149 Shadypark Drive,"Long Beach, CA",204,4,2,1660,750000,2468.jpg
2469,26306 Ivrea Place,"Valencia, CA",383,3,2,1678,725000,2469.jpg
2470,8708 Cedar Street,"Bellflower, CA",32,3,3,2501,739900,2470.jpg
2471,3178 Eucalyptus Avenue,"Long Beach, CA",204,3,2,1680,724900,2471.jpg
2472,24154 View Pointe Lane,"Valencia, CA",383,3,3,2080,698500,2472.jpg
2473,8930 Rubio Avenue,"North Hills, CA",244,3,2,1806,729000,2473.jpg
2474,19420 Greyhall Street,"Rowland Heights, CA",315,4,3,1902,705000,2474.jpg
2475,30118 Cambridge Avenue,"Castaic, CA",70,5,3,2870,699000,2475.jpg
2476,18625 Superior Street,"Northridge, CA",247,4,3,2255,699000,2476.jpg
2477,1014 MOONEY Drive,"Monterey Park, CA",225,3,2,1050,749000,2477.jpg
2478,2221 N DYMOND Street,"Burbank, CA",52,3,1,1028,715000,2478.jpg
2479,450 W Sierra Madre Avenue,"Glendora, CA",127,3,1.1,2058,750000,2479.jpg
2480,1020 S El Molino Ave,"Alhambra, CA",6,2,2,1177,718000,2480.jpg
2482,5317 Golden West Avenue,"Temple City, CA",369,3,2,1452,749900,2482.jpg
2483,23919 Hartland Street,"West Hills, CA",398,3,2,1570,699000,2483.jpg
2484,23159 Rio Lobos Road,"Diamond Bar, CA",102,4,3,1747,749000,2484.jpg
2486,4210 DALTON Avenue,"Los Angeles, CA",207,5,2,2854,725000,2486.jpg
2487,1400 Prospect Avenue,"San Gabriel, CA",323,3,2.1,1576,720000,2487.jpg
2488,17329 Vickie Avenue,"Cerritos, CA",75,3,2,1454,740000,2488.jpg
2489,1412 255th Street,"Harbor City, CA",137,8,3,3190,750000,2489.jpg
2490,28738 Garnet Canyon Drive,"Saugus, CA",342,4,3,3337,719000,2490.jpg
2491,6645 Berquist Avenue,"West Hills, CA",398,3,2,1570,699999,2491.jpg
2493,1455 Wells Avenue,"Claremont, CA",81,3,2,1688,724998,2493.jpg
2494,18656 SATICOY Street,"Reseda, CA",306,4,3.1,1705,699000,2494.jpg
2496,9958 Noble Avenue,"Mission Hills, CA",217,4,3,2300,749950,2496.jpg
2497,1428 W 47TH Street,"Los Angeles, CA",207,4,2,1933,695000,2497.jpg
2498,5826 SALOMA Avenue,"Van Nuys, CA",387,3,2,1134,749000,2498.jpg
2499,2819 W 144th Street,"Gardena, CA",125,3,2,1702,750000,2499.jpg
2500,25904 Hillworth Avenue,"Lomita, CA",202,3,2.1,1634,749000,2500.jpg
2502,8008 Mclaren Avenue,"West Hills, CA",398,4,2,1743,749000,2502.jpg
2504,8000 Woodlake Avenue,"West Hills, CA",398,3,2,1588,700000,2504.jpg
2505,17324 Sarita Avenue,"Canyon Country, CA",63,5,4,2800,699000,2505.jpg
2506,832 E Greenville Drive,"West Covina, CA",397,4,3,1988,695000,2506.jpg
2507,20914 Flapjack Drive,"Diamond Bar, CA",102,4,2,1733,710000,2507.jpg
2508,2011 W 42nd Place,"Los Angeles, CA",207,3,2,1303,750000,2508.jpg
2509,4782 W 141st Street,"Hawthorne, CA",139,2,1,1370,755000,2509.jpg
2510,25745 HAMMET Circle,"Stevenson Ranch, CA",359,4,2.1,2433,728000,2510.jpg
2511,1525 S Fremont Avenue,"Alhambra, CA",6,3,2,1547,699000,2511.jpg
2512,1100 W 45th Street,"Los Angeles, CA",207,6,1,2533,700000,2512.jpg
2513,1601 W Lincoln Avenue,"Montebello, CA",223,4,3,1948,749000,2513.jpg
2514,1911 Elanita Drive,"San Pedro, CA",330,3,2,1416,749000,2514.jpg
2515,27114 Aspen Place,"Canyon Country, CA",63,5,3,3654,749000,2515.jpg
2516,43 Old Wood Road,"Pomona, CA",290,4,2.1,2291,699000,2516.jpg
2518,4037 Barrett Road,"Los Angeles, CA",207,4,3,1881,749000,2518.jpg
2519,2420 Granada Avenue,"Long Beach, CA",204,3,2,1730,739000,2519.jpg
2520,4211 Stevely Avenue,"Lakewood, CA",192,4,2,1930,735000,2520.jpg
2521,20756 Clarendon Street,"Woodland Hills, CA",410,3,2,1404,699000,2521.jpg
2522,17550 Roscoe Boulevard,"Northridge, CA",247,3,3,2332,730000,2522.jpg
2524,14737 Calkin Street,"Hacienda Heights, CA",136,4,2.1,1948,725000,2524.jpg
2526,945 Parkman Street,"Altadena, CA",10,4,1,1310,750000,2526.jpg
2527,7320 Cape Street,"Rosemead, CA",313,4,2.1,1879,725000,2527.jpg
2528,8129 Pageant Street,"Downey, CA",103,3,2,1415,749999,2528.jpg
2529,29172 Bentley Way,"Canyon Country, CA",63,4,3,3039,699000,2529.jpg
2530,4502 S Van Ness Avenue,"Los Angeles, CA",207,3,2,1584,749000,2530.jpg
2531,4279 Walton Avenue,"Los Angeles, CA",207,4,3,1411,749000,2531.jpg
2532,343 Linwood Avenue,"Monrovia, CA",221,2,2,1200,739000,2532.jpg
2533,3628 Castle Rock Road,"Diamond Bar, CA",102,4,2,1700,710000,2533.jpg
2534,23721 Sunset Crossing Road,"Diamond Bar, CA",102,4,3,2321,740000,2534.jpg
2536,217 Crandall Street,"Los Angeles, CA",207,2,1,870,699000,2536.jpg
2538,2051 Mountain Avenue,"Duarte, CA",104,4,5,2334,699000,2538.jpg
2539,3832 Gardenia Avenue,"Long Beach, CA",204,2,2,1429,699000,2539.jpg
2540,29142 Harmony Way,"Saugus, CA",342,4,3,3354,725000,2540.jpg
2541,20805 E Rocky Point Lane,"Walnut, CA",395,3,2.1,1755,699888,2541.jpg
2542,2939 S Catalina Street,"Los Angeles, CA",207,3,1,1245,700000,2542.jpg
2543,6601 Sheltondale Avenue,"West Hills, CA",398,3,2,1570,709950,2543.jpg
2544,9502 Maplewood Street,"Bellflower, CA",32,3,2,2389,695900,2544.jpg
2546,6071 Delphi Street,"Los Angeles, CA",207,3,1,1000,730000,2546.jpg
2547,648 E LAGO LINDO Road,"Palmdale, CA",267,5,4,4738,699999,2547.jpg
2549,7942 N KEER Drive,"Reseda, CA",306,5,4,2141,750900,2549.jpg
2550,129 E Avenue 35,"Los Angeles, CA",207,3,2,952,749000,2550.jpg
2551,131 E Avenue 35,"Los Angeles, CA",207,3,2,1000,749000,2551.jpg
2552,1414 Manley Drive,"San Gabriel, CA",323,3,2,1803,750000,2552.jpg
2553,148 ANDRE Street,"Monrovia, CA",221,3,2,1860,799000,2553.jpg
2557,7739 Beeman Avenue,"North Hollywood, CA",245,4,3,1900,789900,2557.jpg
2559,19814 Victory Boulevard,"Woodland Hills, CA",410,3,2,1620,779900,2559.jpg
2560,12654 Darla Avenue,"Granada Hills, CA",130,4,2,2264,749000,2560.jpg
2561,8636 E Broadway,"San Gabriel, CA",323,3,2,1312,749888,2561.jpg
2562,841 MIRA VALLE Street,"Monterey Park, CA",225,5,3,1817,769000,2562.jpg
2563,6531 Ruffner Avenue,"Lake Balboa, CA",183,4,3,1737,755000,2563.jpg
2564,1402 N Brighton Street,"Burbank, CA",52,2,2,1312,775000,2564.jpg
2565,4137 Raynol Street,"Los Angeles, CA",207,4,3,1461,799000,2565.jpg
2566,4145 Raynol Street,"Los Angeles, CA",207,4,3,1461,799000,2566.jpg
2567,3624 3rd Avenue,"Los Angeles, CA",207,3,2,1528,780000,2567.jpg
2568,6327 S Rimpau Boulevard,"Los Angeles, CA",207,3,2,1044,749000,2568.jpg
2569,17631 Burbank Boulevard,"Encino, CA",114,4,2,1730,749500,2569.jpg
2570,2811 W Verdugo Avenue,"Burbank, CA",52,4,2,1737,800000,2570.jpg
2571,4615 Santa Anita Avenue,"El Monte, CA",111,5,3,2304,798000,2571.jpg
2572,916 Manley Drive,"San Gabriel, CA",323,3,2.1,1449,748000,2572.jpg
2573,716 Wilber Place,"Montebello, CA",223,4,3,2301,750000,2573.jpg
2575,3685 N Woodhurst Drive,"Covina, CA",91,3,2,2000,779000,2575.jpg
2576,14060 Honeysuckle Lane,"Whittier, CA",404,3,3,1766,749000,2576.jpg
2577,583 Hargrave Street,"Inglewood, CA",155,4,2,1418,789000,2577.jpg
2578,3118 ALABAMA Street,"La Crescenta, CA",167,2,2,1446,780000,2578.jpg
2579,7853 Sancola Avenue,"Sun Valley, CA",363,5,4,2716,799000,2579.jpg
2581,6635 SHELTONDALE Avenue,"West Hills, CA",398,4,2,1810,750000,2581.jpg
2582,8420 Garibaldi Avenue,"San Gabriel, CA",323,3,2,1809,798000,2582.jpg
2583,111 E Palm Street,"Altadena, CA",10,3,2,1602,748000,2583.jpg
2584,10318 Ponderosa Street,"Bellflower, CA",32,4,3,2162,779000,2584.jpg
2585,300 S Keystone,"Burbank, CA",52,2,1,1270,749000,2585.jpg
2586,5555 MEADOW VISTA Way,"Agoura Hills, CA",3,5,3,2063,780000,2586.jpg
2587,2302 IROQUOIS Avenue,"Long Beach, CA",204,3,2,1210,749000,2587.jpg
2588,9674 Saluda Avenue,"Tujunga, CA",378,3,2,1318,759700,2588.jpg
2589,451 E Italia Street,"Covina, CA",91,4,3,2109,750000,2589.jpg
2590,2652 W Lincoln Avenue,"Montebello, CA",223,4,2,1952,769000,2590.jpg
2591,10720 Ashworth Circle,"Cerritos, CA",75,4,3,2102,769900,2591.jpg
2592,6156 Elba Place,"Woodland Hills, CA",410,4,2,1404,784999,2592.jpg
2593,2468 N Ditman Avenue,"Los Angeles, CA",207,3,2,1216,795000,2593.jpg
2594,4431 Briggs Avenue,"Montrose, CA",226,3,1,1479,780000,2594.jpg
2595,3815 Brayton Avenue,"Long Beach, CA",204,3,2,1377,769000,2595.jpg
2596,2621 Vuelta Grande Avenue,"Long Beach, CA",204,3,2,1705,785000,2596.jpg
2597,6517 Meridian Street,"Los Angeles, CA",207,3,1,1165,750000,2597.jpg
2598,912 Eastman Place,"San Pedro, CA",330,4,3,1927,750000,2598.jpg
2602,4963 Dunrobin Avenue,"Lakewood, CA",192,3,2,1844,749900,2602.jpg
2603,629 S AVENUE 59,"Los Angeles, CA",207,3,2,970,765000,2603.jpg
2604,2060 Yosemite Drive,"Los Angeles, CA",207,2,1,1093,750000,2604.jpg
2605,7137 Tamworth Avenue,"San Gabriel, CA",323,3,2,1425,765000,2605.jpg
2607,19081 Sark Place,"Saugus, CA",342,5,3,2766,749995,2607.jpg
2608,13517 Hartland Street,"Valley Glen, CA",385,3,3,2256,785000,2608.jpg
2609,13826 Bessemer Street,"Van Nuys, CA",387,2,1,785,750000,2609.jpg
2610,713 N Hagar Street,"San Fernando, CA",322,5,3,2658,799000,2610.jpg
2612,28758 Iron Village Drive,"Valencia, CA",383,5,3.1,2942,785000,2612.jpg
2613,719 Milo,"Highland Park, CA",144,3,2,1815,749000,2613.jpg
2614,10636 Danbury Street,"Temple City, CA",369,3,2,1572,800000,2614.jpg
2615,183 W Woodbury Road,"Altadena, CA",10,2,1,945,749900,2615.jpg
2617,2721 Evelyn Avenue,"Rosemead, CA",313,4,2,1626,750000,2617.jpg
2620,1327 Portia Street,"Los Angeles, CA",207,2,1,687,778900,2620.jpg
2621,1575 N Los Robles Avenue,"Pasadena, CA",274,3,2,1206,795000,2621.jpg
2622,3149 Shadypark Drive,"Long Beach, CA",204,4,2,1660,750000,2622.jpg
2624,1844 W 38th Place,"Los Angeles, CA",207,4,2,1498,779000,2624.jpg
2625,4816 E Buchanan,"Los Angeles, CA",207,3,2,1250,799000,2625.jpg
2626,2954 Falconberg Drive,"La Verne, CA",176,4,2.1,2563,799000,2626.jpg
2627,18400 San Fernando Mission Boulevard,"Porter Ranch, CA",292,4,3,2035,769999,2627.jpg
2628,324 W Riggin Street,"Monterey Park, CA",225,4,2,1794,775000,2628.jpg
2629,1655 W 216th Street,"Torrance, CA",376,4,2,1456,799000,2629.jpg
2630,10166 Larrylyn Drive,"Whittier, CA",404,3,2.1,1891,785000,2630.jpg
2631,1014 MOONEY Drive,"Monterey Park, CA",225,3,2,1050,749000,2631.jpg
2633,450 W Sierra Madre Avenue,"Glendora, CA",127,3,1.1,2058,750000,2633.jpg
2635,2017 N Almadale Avenue,"Los Angeles, CA",207,2,1,927,775000,2635.jpg
2636,5317 Golden West Avenue,"Temple City, CA",369,3,2,1452,749900,2636.jpg
2638,13132 Mesa Verde Way,"Sylmar, CA",365,4,3,3606,775000,2638.jpg
2639,372 W Harriet Street,"Altadena, CA",10,3,2,1338,759500,2639.jpg
2640,23159 Rio Lobos Road,"Diamond Bar, CA",102,4,3,1747,749000,2640.jpg
2642,10123 Washington Street,"Bellflower, CA",32,4,3,2377,775000,2642.jpg
2643,3811 Ivar Avenue,"Rosemead, CA",313,3,2.1,1532,800000,2643.jpg
2644,428 E Walnut Avenue,"Monrovia, CA",221,3,2,1272,799999,2644.jpg
2645,21910 Gresham Street,"Canoga Park, CA",62,3,2,1795,799950,2645.jpg
2646,10050 Santa Gertrudes Avenue,"Whittier, CA",404,4,3,2198,795000,2646.jpg
2647,1412 255th Street,"Harbor City, CA",137,8,3,3190,750000,2647.jpg
2650,9556 Nadine Street,"Temple City, CA",369,3,2,1768,805000,2650.jpg
2651,25378 Irving Lane,"Stevenson Ranch, CA",359,5,4,2887,785000,2651.jpg
2652,9958 Noble Avenue,"Mission Hills, CA",217,4,3,2300,749950,2652.jpg
2653,10721 Crockett Street,"Sun Valley, CA",363,5,5.1,3258,769000,2653.jpg
2654,10414 Kimbark Avenue,"Whittier, CA",404,3,3,2297,799000,2654.jpg
2655,1711 S KINGSLEY Drive,"Los Angeles, CA",207,3,1,1386,800000,2655.jpg
2656,5826 SALOMA Avenue,"Van Nuys, CA",387,3,2,1134,749000,2656.jpg
2657,2819 W 144th Street,"Gardena, CA",125,3,2,1702,750000,2657.jpg
2658,25904 Hillworth Avenue,"Lomita, CA",202,3,2.1,1634,749000,2658.jpg
2659,8008 Mclaren Avenue,"West Hills, CA",398,4,2,1743,749000,2659.jpg
2660,15624 Derrico Lane,"Canyon Country, CA",63,4,3,3891,799999,2660.jpg
2661,27309 Blueridge Drive,"Valencia, CA",383,4,4,3315,779000,2661.jpg
2663,2011 W 42nd Place,"Los Angeles, CA",207,3,2,1303,750000,2663.jpg
2664,16537 Circle Hill Lane,"Hacienda Heights, CA",136,4,3,2020,788888,2664.jpg
2665,4782 W 141st Street,"Hawthorne, CA",139,2,1,1370,755000,2665.jpg
2666,227 AMETHYST Circle,"Gardena, CA",125,3,3,2510,792000,2666.jpg
2667,3923 Durfee Avenue,"Pico Rivera, CA",281,4,3,2400,799000,2667.jpg
2668,6838 Whitaker Avenue,"Lake Balboa, CA",183,4,2.1,2076,799900,2668.jpg
2669,1601 W Lincoln Avenue,"Montebello, CA",223,4,3,1948,749000,2669.jpg
2670,1911 Elanita Drive,"San Pedro, CA",330,3,2,1416,749000,2670.jpg
2672,19033 Martino Court,"Saugus, CA",342,4,3.1,3125,784995,2672.jpg
2673,27114 Aspen Place,"Canyon Country, CA",63,5,3,3654,749000,2673.jpg
2674,5494 Cadbury Road,"Whittier, CA",404,3,2.1,2365,780000,2674.jpg
2675,5114 Balboa Boulevard,"Encino, CA",114,3,2,1493,799000,2675.jpg
2677,4037 Barrett Road,"Los Angeles, CA",207,4,3,1881,749000,2677.jpg
2678,539 W GLADSTONE Street,"San Dimas, CA",321,3,3,2560,799900,2678.jpg
2680,23551 Jubilee Lane,"Diamond Bar, CA",102,4,3,2331,769900,2680.jpg
2681,7734 Louise Avenue,"Van Nuys, CA",387,3,3.1,1926,799000,2681.jpg
2682,7434 Nestle Avenue,"Reseda, CA",306,3,2,1884,760000,2682.jpg
2684,945 Parkman Street,"Altadena, CA",10,4,1,1310,750000,2684.jpg
2686,29041 Sterling Lane,"Valencia, CA",383,5,3,3011,799000,2686.jpg
2687,4502 S Van Ness Avenue,"Los Angeles, CA",207,3,2,1584,749000,2687.jpg
2688,4279 Walton Avenue,"Los Angeles, CA",207,4,3,1411,749000,2688.jpg
2689,105 N Whitnall,"Burbank, CA",52,2,1.1,1700,795000,2689.jpg
2690,711 Gian Drive,"Torrance, CA",376,4,3,2417,759000,2690.jpg
2691,4135 Pacific Circle,"La Verne, CA",176,4,2.1,2360,759999,2691.jpg
2692,24347 Sunnycrest Court,"Diamond Bar, CA",102,3,2.1,2079,789000,2692.jpg
2694,23422 Kingston Place,"Valencia, CA",383,5,4,2631,799000,2694.jpg
2695,5234 PARKGLEN Avenue,"Los Angeles, CA",207,2,1,1170,775000,2695.jpg
